t,0.0,2.0202020202020203,4.040404040404041,6.0606060606060606,8.080808080808081,10.101010101010102,12.121212121212121,14.141414141414142,16.161616161616163,18.181818181818183,20.202020202020204,22.222222222222225,24.242424242424242,26.262626262626263,28.282828282828284,30.303030303030305,32.323232323232325,34.343434343434346,36.36363636363637,38.38383838383839,40.40404040404041,42.42424242424243,44.44444444444445,46.46464646464647,48.484848484848484,50.505050505050505,52.525252525252526,54.54545454545455,56.56565656565657,58.58585858585859,60.60606060606061,62.62626262626263,64.64646464646465,66.66666666666667,68.68686868686869,70.70707070707071,72.72727272727273,74.74747474747475,76.76767676767678,78.7878787878788,80.80808080808082,82.82828282828284,84.84848484848486,86.86868686868688,88.8888888888889,90.90909090909092,92.92929292929294,94.94949494949496,96.96969696969697,98.98989898989899,101.01010101010101,103.03030303030303,105.05050505050505,107.07070707070707,109.0909090909091,111.11111111111111,113.13131313131314,115.15151515151516,117.17171717171718,119.1919191919192,121.21212121212122,123.23232323232324,125.25252525252526,127.27272727272728,129.2929292929293,131.31313131313132,133.33333333333334,135.35353535353536,137.37373737373738,139.3939393939394,141.41414141414143,143.43434343434345,145.45454545454547,147.4747474747475,149.4949494949495,151.51515151515153,153.53535353535355,155.55555555555557,157.5757575757576,159.5959595959596,161.61616161616163,163.63636363636365,165.65656565656568,167.6767676767677,169.69696969696972,171.71717171717174,173.73737373737376,175.75757575757578,177.7777777777778,179.79797979797982,181.81818181818184,183.83838383838386,185.85858585858588,187.8787878787879,189.89898989898992,191.91919191919195,193.93939393939394,195.95959595959596,197.97979797979798,200.0
0.0,0.0,1.735876129248944e-31,2.1835597601737207e-28,8.97280465094317e-26,1.7742822647983928e-23,2.011397284390814e-21,1.4477427359039642e-19,7.078973015301026e-18,2.4684355023557865e-16,6.369343101652643e-15,1.2524857269842087e-13,1.9232353964724252e-12,2.3545667929865258e-11,2.340710428623489e-10,1.9207878173669503e-09,1.3208474375397662e-08,7.712418471600108e-08,3.963273679412517e-07,6.5816074261021e-07,0.0001258163147957731,-0.012075470654457668,1.0974313704337668,-89.4714341418356,6589.983566214098,-440459.94841011387,26824927.709573615,-1494221941.5371082,76389852713.48756,-3595671620530.047,156286303775458.12,-6289775542498400.0,2.349703419273269e+17,-8.167080328167305e+18,2.6469015435243815e+20,-8.01498450924333e+21,2.2718483064325025e+23,-6.03853376207761e+24,1.5075555978311186e+26,-3.540570433200992e+27,7.833526372250686e+28,-1.6349801237958188e+30,3.223214867992149e+31,-6.00902831483756e+32,1.0605774221898524e+34,-1.774021583185734e+35,2.8150183576907315e+36,-4.241413201500518e+37,6.073281888376818e+38,-8.271283116079083e+39,1.0722346145786602e+41,-1.32398796670675e+42,1.5582788688107848e+43,-1.7492167903942263e+44,1.8738347899617105e+45,-1.9166475120280246e+46,1.8728085250563175e+47,-1.7489801759219894e+48,1.5617112899748317e+49,-1.333856400034004e+50,1.0900901468651054e+51,-8.52703347949988e+51,6.386130023454245e+52,-4.580244733011988e+53,3.146607246544976e+54,-2.0709800172463582e+55,1.3060205507104927e+56,-7.892424328937105e+56,4.570742283415617e+57,-2.5368338964408123e+58,1.349342900764659e+59,-6.877899093331419e+59,3.3593238835473684e+60,-1.5719913433227464e+61,7.046428438777597e+61,-3.024852875185181e+62,1.2431594931026168e+63,-4.889686568382567e+63,1.8398455787185692e+64,-6.619263366196012e+64,2.275678110734371e+65,-7.471162823653121e+65,2.340440002224959e+66,-6.98939463621532e+66,1.9877004580265792e+67,-5.3764080775128954e+67,1.3811243451158725e+68,-3.363804255610181e+68,7.751862279954724e+68,-1.6861796463653911e+69,3.451772515120577e+69,-6.625766858531337e+69,1.1870872938470628e+70,-1.9732236633185603e+70,3.0185435977505394e+70,-4.200866950785677e+70,5.2255878812090155e+70,-5.637427585693444e+70,4.9578660723990694e+70,-2.9628086631633e+70,104.8770575499286
0.01,0.0,1.1003367195012023e-31,1.4145104728784278e-28,5.938610993748626e-26,1.1994223960427244e-23,1.3883876627242311e-21,1.0200683420565366e-19,5.089589356865456e-18,1.810271211682434e-16,4.762585767890018e-15,9.54428768122444e-14,1.4927905398281896e-12,1.860464060609318e-11,1.8815858324083417e-10,1.5697081611254895e-09,1.096516086024741e-08,6.504430997653777e-08,3.3071338122183646e-07,1.6200916596297636e-06,-1.1126969826686839e-05,0.001757267206135555,-0.15941014060319364,13.146025594965288,-978.0182015931673,65972.64766820778,-4051920.067195697,227459105.12781858,-11711650620.84088,554892835132.1716,-24264457941905.99,981970680164841.5,-3.687232092516714e+16,1.287668827389051e+18,-4.191456624382534e+19,1.2743019122077052e+21,-3.6253974519764643e+22,9.669169530416205e+23,-2.4215685174351556e+25,5.703685922397954e+26,-1.2653186394226494e+28,2.6474272938144227e+29,-5.231008021897686e+30,9.772526630463943e+31,-1.7281412419619976e+33,2.89576399259434e+34,-4.602471027892443e+35,6.944944415491776e+36,-9.958113474303799e+37,1.357916368666117e+39,-1.7623461903395722e+40,2.178436427120956e+41,-2.5664148433316846e+42,2.8834370137013465e+43,-3.0913655380437595e+44,3.164340231103258e+45,-3.094055914363458e+46,2.891263816472839e+47,-2.58313959821151e+48,2.207387762136753e+49,-1.804821623179724e+50,1.4123868927284518e+51,-1.0581819222882754e+52,7.5921113162184e+52,-5.21739178742866e+53,3.434873711852829e+54,-2.1666904273939818e+55,1.3096592868643922e+56,-7.586224415789323e+56,4.21126830266846e+57,-2.240354887220675e+58,1.1421320687237722e+59,-5.579195071105008e+59,2.611095146956434e+60,-1.1705468090668729e+61,5.025346731344096e+61,-2.0655037784117637e+62,8.1248117805178705e+62,-3.0573347409055804e+63,1.1000113581123463e+64,-3.781996593867563e+64,1.241705229158109e+65,-3.889961725172751e+65,1.1617231524038843e+66,-3.3039029554478017e+66,8.936758926197999e+66,-2.2957811087766425e+67,5.591610034372744e+67,-1.2886038207173524e+68,2.8030013324081107e+68,-5.7380819039070485e+68,1.1014504888833712e+69,-1.9733993631896437e+69,3.2802842552087636e+69,-5.018048790755274e+69,6.983580075663459e+69,-8.687117159556302e+69,9.371788083277024e+69,-8.242081683436473e+69,4.925452002157703e+69,104.82948418635378
0.02,0.0,6.918079352110719e-32,9.092253587373784e-29,3.901494460400132e-26,8.051384759881836e-24,9.519780767882056e-22,7.142002608791232e-20,3.6374184174038564e-18,1.3200936090401812e-16,3.542156788169742e-15,7.236446652934682e-14,1.1532081526019183e-12,1.463532645942302e-11,1.5062496363602222e-10,1.2778426560078184e-09,9.070491322596767e-09,5.4622317800724686e-08,2.828714037514688e-07,1.2531558795758963e-06,7.401359514292607e-06,-0.00022794538936238902,0.022918497159314214,-1.907495425842456,143.5110821100789,-9779.468742898633,606257.1424769365,-34324940.827191934,1781280128.374646,-85007184140.90637,3741956208615.3164,-152362879438879.0,5753393355306764.0,-2.0196614075970902e+17,6.605622114712774e+18,-2.017126943132743e+20,5.762080635287518e+21,-1.5425458119965364e+23,3.8765367616771994e+24,-9.159754137960468e+25,2.0379848415364198e+27,-4.275608017102136e+28,8.469144390971154e+29,-1.5858269275781804e+31,2.8102425772719162e+32,-4.718133057316582e+33,7.512297928525461e+34,-1.1354357777116671e+36,1.6305156435444426e+37,-2.226493401338354e+38,2.8932804527375526e+39,-3.580546331684868e+40,4.2227368928727344e+41,-4.748990275034618e+42,5.095991690543029e+43,-5.220543770125063e+44,5.108391974055383e+45,-4.77682068407067e+46,4.2703961285885366e+47,-3.65127012504323e+48,2.9869129716201194e+49,-2.3385389018322836e+50,1.7528115886432893e+51,-1.2580685817296703e+52,8.648610627842869e+52,-5.695612340687719e+53,3.593768437312568e+54,-2.1728166380541067e+55,1.2588991776384383e+56,-6.989862523181459e+56,3.7192368042331545e+57,-1.8963839590954982e+58,9.265029926936394e+58,-4.336670235982485e+59,1.9443508456711472e+60,-8.348305528079034e+60,3.4316232113241895e+61,-1.34996823250824e+62,5.080256681359361e+62,-1.8279674515522282e+63,6.28517861877639e+63,-2.063655147945101e+64,6.4652199440361e+64,-1.9308898717607085e+65,5.491573628204323e+65,-1.4854644457127401e+66,3.816134075070016e+66,-9.294785755678118e+66,2.1420514350436458e+67,-4.6595129973530973e+67,9.538709557747596e+67,-1.8310178065334137e+68,3.2805483357354127e+68,-5.4531328211632235e+68,8.342034454189922e+68,-1.1609597633178753e+69,1.4441629663549884e+69,-1.5579877826256384e+69,1.3701850052202224e+69,-8.188206526014547e+68,104.7818870301495
0.03,0.0,4.313023218005858e-32,5.797639677780147e-29,2.543682814623084e-26,5.365626109001336e-24,6.482679785739729e-22,4.9679486542616086e-20,2.5835711226785456e-18,9.570364973372135e-17,2.6199779635285113e-15,5.4582169849730776e-14,8.865344419630393e-13,1.1460276709001667e-11,1.2006349806955047e-10,1.036104678314389e-09,7.475418499563267e-09,4.57201821387386e-08,2.401069320812121e-07,1.0989938876930861e-06,4.078826099093559e-06,4.989510304396107e-05,-0.003178096945002662,0.27319689626483035,-20.795451068340206,1433.1553980937051,-89764.33742834852,5130402.485150171,-268553031.81995696,12918226398.78357,-572817865590.1428,23480835262178.715,-892160333371882.6,3.1497024937732936e+16,-1.0355764032747653e+18,3.17760824903504e+19,-9.11760556336388e+20,2.4508829711340143e+22,-6.182612105987471e+23,1.4659760437543321e+25,-3.27220294844398e+26,6.885313369610538e+27,-1.3675730919998354e+29,2.5671914765293835e+30,-4.55985544282814e+31,7.671884691195743e+32,-1.223925918015941e+34,1.8532189415058006e+35,-2.6656766889847e+36,3.645554113795234e+37,-4.743927053520845e+38,5.878302034808234e+39,-6.940733214043343e+40,7.814091097385616e+41,-8.393288907947564e+42,8.606150384280828e+43,-8.428172537795942e+44,7.88702234826298e+45,-7.055675187791145e+46,6.036487230884029e+47,-4.940927967730399e+48,3.870382262512317e+49,-2.9023333618994775e+50,2.0840125868423725e+51,-1.4332074298310506e+52,9.441782149391584e+52,-5.959365012450982e+53,3.604093484632504e+54,-2.0886941988502183e+55,1.159985093020193e+56,-6.173441852020991e+56,3.148330749158649e+57,-1.5384134464291804e+58,7.201901529521069e+58,-3.229408827051973e+59,1.3867496452083348e+60,-5.7009202901964094e+60,2.2428974422154804e+61,-8.441261714111736e+61,3.0375386585157803e+62,-1.044476911778225e+63,3.429594773477024e+63,-1.074509840507657e+64,3.209247932332052e+64,-9.127646235544119e+64,2.469097767061097e+65,-6.343248678876117e+65,1.545033328384082e+66,-3.560714738979654e+66,7.745603732015461e+66,-1.5856620524519467e+67,3.0438187041379505e+67,-5.453520322630788e+67,9.065255392279245e+67,-1.3867836627454155e+68,1.9299944704945721e+68,-2.4008041420633684e+68,2.590035707518797e+68,-2.2778320418179353e+68,1.3612306481528434e+68,104.73426606941652
0.04,0.0,2.665580425841323e-32,3.6663151434395373e-29,1.6454023049751578e-26,3.5491090567349954e-24,4.38326120454072e-22,3.4324955716112944e-20,1.8233878399754758e-18,6.896597942797075e-17,1.9268912013614112e-15,4.094956137012846e-14,6.781042275141641e-13,8.931767832390667e-12,9.528143077368024e-11,8.366495876998198e-10,6.137358220268492e-09,3.813291082536319e-08,2.0328740089327182e-07,9.408409517639148e-07,3.871545649059051e-06,9.159294248040137e-06,0.0004931236423417874,-0.03836005113399744,2.9722995042538907,-207.38223150717954,13138.023904620564,-758755.5025132964,40098237.53250593,-1945808385.5561678,86977104117.54684,-3591788004963.4243,137401494084760.23,-4881287757368857.0,1.614166164086886e+17,-4.979324748586894e+18,1.4357334306358867e+20,-3.8767874252430833e+21,9.820294590302042e+22,-2.3374439771735507e+24,5.235836395817004e+25,-1.1053014512163067e+27,2.201950954089626e+28,-4.144887220747198e+29,7.380876503802075e+30,-1.2447253200882566e+32,1.9900315176645662e+33,-3.019185367754562e+34,4.350700965557619e+35,-5.95991027781167e+36,7.767461651704663e+37,-9.638356032965766e+38,1.1395031690642977e+40,-1.2844014817035984e+41,1.381094033671819e+42,-1.4175183540718265e+43,1.3894562835408003e+44,-1.3013141361496734e+45,1.1650211970760617e+46,-9.974169575522365e+46,8.169049725697195e+47,-6.402696427927925e+48,4.803743788157722e+49,-3.4509261603595563e+50,2.3742594009909875e+51,-1.5647301630141353e+52,9.879520513834117e+52,-5.976786192988027e+53,3.4647265703770205e+54,-1.9246720702303677e+55,1.0245444176300988e+56,-5.226039912632241e+56,2.5541425717828815e+57,-1.1958880803059727e+58,5.363274646616592e+58,-2.303359852826028e+59,9.470199714601436e+59,-3.726218694790487e+60,1.402509814646647e+61,-5.0472560936013314e+61,1.7356540985398115e+62,-5.699466321905081e+62,1.7857697211751687e+63,-5.3338276360692774e+63,1.5170938543798095e+64,-4.10400102857599e+64,1.0543730148904468e+65,-2.5682177989989555e+65,5.918899109466217e+65,-1.2875594242383317e+66,2.635903862991923e+66,-5.059917951624525e+66,9.065804839960516e+66,-1.5070002223938847e+67,2.3053934429703852e+67,-3.208446415605043e+67,3.991142759547119e+67,-4.3057378367953184e+67,3.7867304912888336e+67,-2.2629497381856447e+67,104.68662129224953
0.05,0.0,1.632625889491328e-32,2.2987197770011943e-29,1.0557093755248295e-26,2.3294859773890752e-24,2.942079302342008e-22,2.3551782066386413e-20,1.2784388755532588e-18,4.939012934850242e-17,1.40885981862218e-15,3.0552513738075304e-14,5.159897507386361e-13,6.927310729757534e-12,7.527111070638331e-11,6.727301852525649e-10,5.018984435865676e-09,3.1689061655528026e-08,1.7151734689884307e-07,8.055804789320048e-07,3.314920593404957e-06,1.2769599042683672e-05,-2.1287096385860903e-05,0.005453031708254669,-0.4179150134484831,29.592372635836295,-1898.4825823591802,110913.69528265344,-5923629.802650172,290240265.6209304,-13089113699.64058,544940331952.2759,-21002770534046.484,751286741665534.2,-2.500159051238841e+16,7.757468753015191e+17,-2.2488154113910014e+19,6.10237585755018e+20,-1.5528509290046684e+22,3.711670761274721e+23,-8.346303231468387e+24,1.768221468591545e+26,-3.534186845486112e+27,6.672797482836201e+28,-1.1915505690051346e+30,2.014610909821149e+31,-3.2285072788240403e+32,4.9087788591972614e+33,-7.087754790940768e+34,9.727125653402364e+35,-1.269855064118006e+37,1.5781490304023926e+38,-1.8684217607950857e+39,2.108740044671862e+40,-2.2701827300169122e+41,2.3325859881353996e+42,-2.2886781681195577e+43,2.1454354641568208e+44,-1.9223219145998237e+45,1.6470100163037005e+46,-1.3498607532724498e+47,1.0586474348653821e+48,-7.947206870427232e+48,5.712074184604677e+49,-3.931777558499362e+50,2.5922904942033505e+51,-1.6373667217308621e+52,9.908949454597217e+52,-5.745977925312222e+53,3.192812277702899e+54,-1.7000309098501377e+55,8.673551211587769e+55,-4.239917136527478e+56,1.985553107065872e+57,-8.906176955717533e+57,3.825478287651973e+58,-1.5730365774152314e+59,6.190097432981148e+59,-2.3301229827755654e+60,8.386233422476824e+60,-2.884090215769805e+61,9.471303676507844e+61,-2.9677492430761815e+62,8.864690148366364e+62,-2.521487820869624e+63,6.821329952439948e+63,-1.7525510087197423e+64,4.2689484159871465e+64,-9.838769462585163e+64,2.1403079198671197e+65,-4.381735977949199e+65,8.4113651292656205e+65,-1.5070741381644903e+66,2.5052197080079648e+66,-3.832489266088104e+66,5.3337582461992005e+66,-6.634952166461295e+66,7.157964778609237e+66,-6.295168071487601e+66,3.76199647017857e+66,104.63895268673737
0.06,0.0,9.906743493496656e-33,1.4285403267912823e-29,6.71676221302976e-27,1.5168059873013829e-24,1.9598361298171503e-22,1.6044233146614616e-20,8.902863088577426e-19,3.514442990707589e-17,1.0238752682341586e-15,2.2665570835540458e-14,3.905324757413395e-13,5.345756458872939e-12,5.918449632927631e-11,5.385631772553886e-10,4.087746045987617e-09,2.6235152327757e-08,1.4421313204577186e-07,6.872275113043339e-07,2.8725139247619736e-06,1.055595114624452e-05,4.344046483593233e-05,-0.0006197812642043635,0.058148067591763865,-4.156592261663381,270.48562685891574,-16005.470204638972,864844.5455799503,-42829417.86846453,1950472586.2269983,-81935472651.81972,3184008587690.615,-114759395941007.0,3845661167486262.0,-1.200889671015902e+17,3.501836590695802e+18,-9.55427343384897e+19,2.443426680575217e+21,-5.867308947758125e+22,1.3249708464840056e+24,-2.818035686679919e+25,5.65279527849572e+26,-1.0708339996319734e+28,1.9180198395512643e+29,-3.2520170152657817e+30,5.225008091909565e+31,-7.963282558962443e+32,1.1523315750771985e+34,-1.5846243906619761e+35,2.0725150702930346e+36,-2.5800453816768183e+37,3.0593493017865953e+38,-3.45776636056189e+39,3.727346582226109e+40,-3.834377500322795e+41,3.766307246817613e+42,-3.5341036664297186e+43,3.169457525985716e+44,-2.7177855558963903e+45,2.2291327212579107e+46,-1.749430732095886e+47,1.3141083339206669e+48,-9.450542567328049e+48,6.508413500270955e+49,-4.2931107579560616e+50,2.7127970194484693e+51,-1.6423441882512445e+52,9.526855013960912e+52,-5.2953324180689055e+53,2.8203135262541124e+54,-1.4392820964636316e+55,7.037258727852122e+55,-3.296208003555685e+56,1.4787749464207413e+57,-6.352808052637916e+57,2.6126449476359893e+58,-1.0282381531200382e+59,3.871002656366622e+59,-1.393331053934096e+60,4.792188150111752e+60,-1.5738663340502714e+61,4.9318996579294693e+61,-1.4732479317284672e+62,4.190743680694703e+62,-1.1337629777466767e+63,2.9129983478671622e+63,-7.095851097007818e+63,1.6354463753086477e+64,-3.5578028757726133e+64,7.283838463961945e+64,-1.3982590390732286e+65,2.5053105373541116e+65,-4.1646400502840524e+65,6.371128290490129e+65,-8.866896823042134e+65,1.1030071650826408e+66,-1.1899581492323599e+66,1.0465272026127187e+66,-6.254061911488238e+65,104.5912602409629
0.07,0.0,5.9536292022687455e-33,8.796605683355448e-30,4.236360515695123e-27,9.795143290247134e-25,1.2953356836995368e-22,1.0849035824145921e-20,6.15644783322846e-19,2.4842307440805318e-17,7.394498464064665e-16,1.6715814178084854e-14,2.9394696708248567e-13,4.103931767534969e-12,4.631066966292525e-11,4.2920939689333526e-10,3.3153421749407744e-09,2.1635640005274518e-08,1.2082129580376855e-07,5.84377117849128e-07,2.47607983189625e-06,9.302167952028155e-06,3.013029603676078e-05,0.00019121030857628457,-0.007591676910206717,0.5747236148627759,-37.93550480805072,2276.9526802535984,-124634.53849218824,6245537.365508888,-287512586.65202045,12197873828.423903,-478327557567.46295,17384235911591.438,-587031117678221.2,1.846071731081502e+16,-5.418167982449812e+17,1.4871057753446066e+19,-3.824072992570906e+20,9.229119946231483e+21,-2.0938668730879577e+23,4.472509843995246e+24,-9.007064934136286e+25,1.7124659335127184e+27,-3.077567451392671e+28,5.234153747677524e+29,-8.433601223942397e+30,1.288700385518749e+32,-1.86930330152896e+33,2.5762424084092057e+34,-3.376277254243278e+35,4.210906260548228e+36,-5.001708262925572e+37,5.6619271435820946e+38,-6.112103507586421e+39,6.2958644923934275e+40,-6.1915181301525516e+41,5.816164026451112e+42,-5.221277692173088e+43,4.481292601420815e+44,-3.6786211958586347e+45,2.889179163148242e+46,-2.171738925888983e+47,1.562803800545375e+48,-1.0768839409623061e+49,7.107039842986336e+49,-4.4929916957011145e+50,2.7212265313922296e+51,-1.579117572615701e+52,8.780237112080519e+52,-4.6778213717656464e+53,2.387876263287061e+54,-1.1678221059365057e+55,5.471215189656436e+55,-2.4550313461147853e+56,1.0548656731772893e+57,-4.3389021257204814e+57,1.7078651118858187e+58,-6.430382470196641e+58,2.31480757894187e+59,-7.962254547620944e+59,2.6152101658923906e+60,-8.195679848944146e+60,2.4483557070749866e+61,-6.96488643841028e+61,1.8843701419447718e+62,-4.841749010646446e+62,1.1794567764331212e+63,-2.7184856829286604e+63,5.914033705357571e+63,-1.210797727261263e+64,2.324377838523866e+64,-4.1647320999815476e+64,6.923220774386957e+64,-1.0591347332163775e+65,1.474041637176071e+65,-1.8336602684174394e+65,1.9782172816966807e+65,-1.7397786620757182e+65,1.039695870868039e+65,104.54354394300297
0.08,0.0,3.542328528472092e-33,5.3655305988272866e-30,2.6479551046824152e-27,6.271593698567755e-25,8.492298412350459e-23,7.279987797137428e-21,4.226477912846364e-19,1.7440139284957912e-17,5.305939996647927e-16,1.2253067717486189e-14,2.199871248072321e-13,3.1337433905672405e-12,3.60560754760899e-11,3.4046631757558016e-10,2.6772522220133952e-09,1.7771016275273816e-08,1.0084954709868379e-07,4.952255149347468e-07,2.1284157967870308e-06,8.09185864952971e-06,2.7640252129281594e-05,7.178581952028474e-05,0.0012789302209724697,-0.07715399554059998,5.230388561492749,-318.83062093652643,17704.579639876894,-898874.3167578883,41876819.98377944,-1796160912.8639636,71142906564.01709,-2609433645984.5557,88860619808956.4,-2816159320362643.0,8.324358457134059e+16,-2.2997599485503196e+18,5.949531961161026e+19,-1.4438609174887407e+21,3.292547041418859e+22,-7.066051726091108e+23,1.4291901538544912e+25,-2.7281054229646104e+26,4.920872100184432e+27,-8.39749219486351e+28,1.3572749814522867e+30,-2.0799374672457248e+31,3.0249742973168655e+32,-4.179071728711214e+33,5.489046727008265e+34,-6.85995219979973e+35,8.163520312476241e+36,-9.25698215106419e+37,1.0008740086516084e+39,-1.0324521115595326e+40,1.0166798127536884e+41,-9.5619608864193e+41,8.593398061974778e+42,-7.382906067193114e+43,6.066055409563918e+44,-4.7682327384794716e+45,3.586901796436456e+46,-2.5829445842571047e+47,1.78094532861653e+48,-1.1760236499889512e+49,7.438497131482175e+49,-4.5072865123708975e+50,2.616653578241993e+51,-1.45546370721624e+52,7.756856660377134e+52,-3.960828132716424e+53,1.937623033366936e+54,-9.079927846707261e+54,4.0752134101272126e+55,-1.7513580109737569e+56,7.204980020324901e+56,-2.836437503138693e+57,1.0681089564030278e+58,-3.8454384085203094e+58,1.3228573739592629e+59,-4.34534205863531e+59,1.3618765450180635e+60,-4.06872316685722e+60,1.1575093340567675e+61,-3.131842422162118e+61,8.047407060384493e+61,-1.960436924825524e+62,4.518689508294956e+62,-9.830635748642294e+62,2.0127034026027852e+63,-3.863879182015167e+63,6.923265383425092e+63,-1.1509006846319962e+64,1.7607004295735092e+64,-2.4504598511230434e+64,3.048312032222913e+64,-3.288641156114038e+64,2.89226309210801e+64,-1.7284262366264277e+64,104.49580378092854
